claim_id,policy_id,source_system,claimant_anon,claimant_email_anon,claimant_phone_anon,claimant_ssn_anon,claimant_address_anon,anonymization_hash,amount,deductible,coverage_limit,premium_annual,description,date_of_loss,reported_date,adjuster_id,documents,line_of_business,claim_type,claim_subtype,severity,fraud_flag,suspicious_pattern_flag,expected_decision,correct_payout_amount,days_to_first_contact,days_to_investigation_complete,days_to_settle,expected_severity,expected_claim_type,expected_fraud_flag,expected_payout_amount
CLM-2026-02311,HO-2024-812,AS400,CLAIMANT-433EAE,user-433eaec49e@anonymized.shieldpoint.local,+1-555-433-EAEC,XXX-XX-433E,ADDR-433EAE-ANON,433EAEC49E,1496.25,500,50000,1930.54,Minor water damage damage reported by CLAIMANT-433EAE.,2026-07-16,2026-07-21,ADJ-005,hydrology_report.pdf|contractor_estimate.pdf|photos_water_damage_damage.pdf|adjuster_inspection.pdf,homeowners,homeowners,water_damage,low,False,False,approve,341.61,2,3,3,low,homeowners,False,341.61
CLM-2026-02663,AU-2024-210,PORTAL,CLAIMANT-F1124F,user-f1124f5efa@anonymized.shieldpoint.local,+1-555-F11-24F5,XXX-XX-F112,ADDR-F1124F-ANON,F1124F5EFA,809.63,250,300000,1974.81,Slight comprehensive theft incident reported by CLAIMANT-F1124F.,2026-08-11,2026-08-15,ADJ-018,medical_report.pdf,auto,auto,comprehensive_theft,low,True,False,deny,0.0,2,7,9,low,auto,True,0.0
CLM-2026-04308,HO-2024-745,AS400,CLAIMANT-D07FE6,user-d07fe6bb46@anonymized.shieldpoint.local,+1-555-D07-FE6B,XXX-XX-D07F,ADDR-D07FE6-ANON,D07FE6BB46,99526.95,1000,250000,2345.49,Total loss theft damage reported by CLAIMANT-D07FE6.,2024-09-23,2024-09-24,ADJ-044,photos_theft_damage.pdf|contractor_estimate.pdf|hydrology_report.pdf|adjuster_inspection.pdf,homeowners,homeowners,theft,catastrophic,False,False,route_to_manual_review,0.0,2,18,27,catastrophic,homeowners,False,0.0
CLM-2026-02559,AU-2024-860,AS400,CLAIMANT-9E5CD6,user-9e5cd6e778@anonymized.shieldpoint.local,+1-555-9E5-CD6E,XXX-XX-9E5C,ADDR-9E5CD6-ANON,9E5CD6E778,4957.37,500,500000,3024.85,Severe comprehensive glass incident reported by CLAIMANT-9E5CD6.,2025-04-26,2025-04-30,ADJ-011,photos_vehicle_damage.pdf|police_report.pdf|repair_estimate.pdf,auto,auto,comprehensive_glass,high,False,False,route_to_manual_review,0.0,1,9,17,high,auto,False,0.0
CLM-2026-02622,AU-2024-609,PORTAL,CLAIMANT-3DC4DA,user-3dc4da2ba1@anonymized.shieldpoint.local,+1-555-3DC-4DA2,XXX-XX-3DC4,ADDR-3DC4DA-ANON,3DC4DA2BA1,4206.6,1000,50000,1571.87,Noticeable comprehensive weather incident reported by CLAIMANT-3DC4DA.,2024-09-27,2024-09-30,ADJ-026,photos_vehicle_damage.pdf|repair_estimate.pdf|police_report.pdf,auto,auto,comprehensive_weather,medium,False,False,approve,2679.57,2,5,12,medium,auto,False,2679.57
CLM-2026-00116,AU-2024-872,AS400,CLAIMANT-E86015,user-e86015d474@anonymized.shieldpoint.local,+1-555-E86-015D,XXX-XX-E860,ADDR-E86015-ANON,E86015D474,3066.86,2500,250000,1125.56,Moderate collision incident reported by CLAIMANT-E86015.,2024-06-23,2024-06-26,ADJ-034,police_report.pdf|photos_vehicle_damage.pdf,auto,auto,collision,medium,False,False,approve,566.86,3,5,16,medium,auto,False,566.86
CLM-2026-04303,HE-2024-980,AS400,CLAIMANT-40BA64,user-40ba649555@anonymized.shieldpoint.local,+1-555-40B-A649,XXX-XX-40BA,ADDR-40BA64-ANON,40BA649555,8846.31,1000,300000,1206.84,Significant imaging treatment claim for CLAIMANT-40BA64.,2026-09-02,2026-09-02,ADJ-012,itemized_bill.pdf,health,health,imaging,high,False,False,approve,6868.7,2,9,25,high,health,False,6868.7
CLM-2026-03191,HO-2024-732,AS400,CLAIMANT-E54A85,user-e54a85b26d@anonymized.shieldpoint.local,+1-555-E54-A85B,XXX-XX-E54A,ADDR-E54A85-ANON,E54A85B26D,1767.91,2500,300000,1614.73,Slight fire damage reported by CLAIMANT-E54A85.,2026-04-02,2026-04-02,ADJ-034,photos_fire_damage.pdf,homeowners,homeowners,fire,low,False,False,approve,0.0,2,3,8,low,homeowners,False,0.0
CLM-2026-04060,HO-2024-769,AS400,CLAIMANT-1F5601,user-1f56010caa@anonymized.shieldpoint.local,+1-555-1F5-6010,XXX-XX-1F56,ADDR-1F5601-ANON,1F56010CAA,6509.93,1000,150000,1221.03,Moderate hail damage reported by CLAIMANT-1F5601.,2025-12-11,2025-12-15,ADJ-002,photos_hail_damage.pdf,homeowners,homeowners,hail,medium,False,False,approve,3207.94,2,5,14,medium,homeowners,False,3207.94
CLM-2026-02241,HO-2024-990,AS400,CLAIMANT-8A9BD3,user-8a9bd3657c@anonymized.shieldpoint.local,+1-555-8A9-BD36,XXX-XX-8A9B,ADDR-8A9BD3-ANON,8A9BD3657C,32181.8,500,250000,1037.81,Severe lightning damage reported by CLAIMANT-8A9BD3.,2026-03-27,2026-03-27,ADJ-048,contractor_estimate.pdf|hydrology_report.pdf,homeowners,homeowners,lightning,high,True,False,deny,0.0,1,16,17,high,homeowners,True,0.0
CLM-2026-04077,HO-2024-853,PORTAL,CLAIMANT-A25E65,user-a25e65fdb9@anonymized.shieldpoint.local,+1-555-A25-E65F,XXX-XX-A25E,ADDR-A25E65-ANON,A25E65FDB9,8717.74,250,150000,2437.47,Noticeable water damage damage reported by CLAIMANT-A25E65.,2024-01-27,2024-02-02,ADJ-041,hydrology_report.pdf|contractor_estimate.pdf,homeowners,homeowners,water_damage,medium,False,False,route_to_manual_review,0.0,2,5,16,medium,homeowners,False,0.0
CLM-2026-04634,HO-2024-608,AS400,CLAIMANT-26AB09,user-26ab09bf18@anonymized.shieldpoint.local,+1-555-26A-B09B,XXX-XX-26AB,ADDR-26AB09-ANON,26AB09BF18,621.93,2500,50000,1758.78,Slight vandalism damage reported by CLAIMANT-26AB09.,2026-02-24,2026-02-25,ADJ-014,adjuster_inspection.pdf|photos_vandalism_damage.pdf|hydrology_report.pdf,homeowners,homeowners,vandalism,low,False,False,approve,0.0,2,3,5,low,homeowners,False,0.0
CLM-2026-02251,HO-2024-925,AS400,CLAIMANT-F62B05,user-f62b05a8b4@anonymized.shieldpoint.local,+1-555-F62-B05A,XXX-XX-F62B,ADDR-F62B05-ANON,F62B05A8B4,70145.62,500,150000,1983.27,Catastrophic wind damage reported by CLAIMANT-F62B05.,2024-01-02,2024-01-09,ADJ-001,adjuster_inspection.pdf|contractor_estimate.pdf|photos_wind_damage.pdf,homeowners,homeowners,wind,catastrophic,False,False,route_to_manual_review,0.0,1,18,24,catastrophic,homeowners,False,0.0
CLM-2026-01038,AU-2024-531,AS400,CLAIMANT-9E2CD1,user-9e2cd10232@anonymized.shieldpoint.local,+1-555-9E2-CD10,XXX-XX-9E2C,ADDR-9E2CD1-ANON,9E2CD10232,2110.16,1500,150000,2271.89,Moderate vandalism incident reported by CLAIMANT-9E2CD1.,2024-08-22,2024-08-24,ADJ-002,repair_estimate.pdf|police_report.pdf|medical_report.pdf|photos_vehicle_damage.pdf,auto,auto,vandalism,medium,False,False,approve,610.16,3,5,11,medium,auto,False,610.16
CLM-2026-04190,AU-2024-419,AS400,CLAIMANT-570694,user-57069424e7@anonymized.shieldpoint.local,+1-555-570-6942,XXX-XX-5706,ADDR-570694-ANON,57069424E7,3318.02,2500,300000,3032.62,Moderate collision incident reported by CLAIMANT-570694.,2025-07-23,2025-07-30,ADJ-035,medical_report.pdf|repair_estimate.pdf|photos_vehicle_damage.pdf,auto,auto,collision,medium,False,False,approve,795.53,2,5,17,medium,auto,False,795.53
CLM-2026-01664,HO-2024-247,AS400,CLAIMANT-51F1DD,user-51f1dd4844@anonymized.shieldpoint.local,+1-555-51F-1DD4,XXX-XX-51F1,ADDR-51F1DD-ANON,51F1DD4844,1208.34,1000,150000,1572.8,Slight theft damage reported by CLAIMANT-51F1DD.,2025-09-10,2025-09-14,ADJ-031,adjuster_inspection.pdf|contractor_estimate.pdf|hydrology_report.pdf|photos_theft_damage.pdf,homeowners,homeowners,theft,low,False,True,route_to_manual_review,0.0,1,13,21,low,homeowners,False,0.0
CLM-2026-03628,HO-2024-951,AS400,CLAIMANT-6FE692,user-6fe69296e5@anonymized.shieldpoint.local,+1-555-6FE-6929,XXX-XX-6FE6,ADDR-6FE692-ANON,6FE69296E5,13748.58,1000,100000,2383.28,Moderate fire damage reported by CLAIMANT-6FE692.,2025-12-26,2025-12-30,ADJ-013,adjuster_inspection.pdf|photos_fire_damage.pdf|hydrology_report.pdf,homeowners,homeowners,fire,medium,False,False,route_to_manual_review,0.0,2,5,13,medium,homeowners,False,0.0
CLM-2026-00671,HO-2024-570,PORTAL,CLAIMANT-437C60,user-437c609cc5@anonymized.shieldpoint.local,+1-555-437-C609,XXX-XX-437C,ADDR-437C60-ANON,437C609CC5,33192.42,500,100000,1225.54,Significant water damage damage reported by CLAIMANT-437C60.,2026-02-17,2026-02-22,ADJ-014,hydrology_report.pdf|contractor_estimate.pdf,homeowners,homeowners,water_damage,high,False,False,route_to_manual_review,0.0,1,9,24,high,homeowners,False,0.0
CLM-2026-02040,HO-2024-951,AS400,CLAIMANT-4936EE,user-4936ee6cc4@anonymized.shieldpoint.local,+1-555-493-6EE6,XXX-XX-4936,ADDR-4936EE-ANON,4936EE6CC4,675.09,2500,150000,2813.43,Minor smoke damage reported by CLAIMANT-4936EE.,2025-02-24,2025-02-24,ADJ-024,adjuster_inspection.pdf,homeowners,homeowners,smoke,low,False,False,approve,0.0,2,3,9,low,homeowners,False,0.0
CLM-2026-00345,HO-2024-846,AS400,CLAIMANT-CFE73B,user-cfe73b1d03@anonymized.shieldpoint.local,+1-555-CFE-73B1,XXX-XX-CFE7,ADDR-CFE73B-ANON,CFE73B1D03,1372.09,250,50000,1337.63,Small theft damage reported by CLAIMANT-CFE73B.,2024-12-26,2024-12-31,ADJ-001,contractor_estimate.pdf|photos_theft_damage.pdf,homeowners,homeowners,theft,low,False,False,approve,625.88,1,2,3,low,homeowners,False,625.88
CLM-2026-02614,HO-2024-105,AS400,CLAIMANT-22BB9C,user-22bb9ceeee@anonymized.shieldpoint.local,+1-555-22B-B9CE,XXX-XX-22BB,ADDR-22BB9C-ANON,22BB9CEEEE,547.69,2500,250000,2374.78,Slight wear and tear damage reported by CLAIMANT-22BB9C. Note: peril typically excluded from standard policy.,2024-09-28,2024-10-05,ADJ-030,photos_wear_and_tear_damage.pdf,homeowners,homeowners,wear_and_tear,low,False,False,deny,0.0,2,3,3,low,homeowners,False,0.0
CLM-2026-03174,AU-2024-650,AS400,CLAIMANT-93E5DC,user-93e5dc0bae@anonymized.shieldpoint.local,+1-555-93E-5DC0,XXX-XX-93E5,ADDR-93E5DC-ANON,93E5DC0BAE,2038.0,250,250000,1531.52,Noticeable wear and tear incident reported by CLAIMANT-93E5DC. Note: peril typically excluded from standard policy.,2025-07-03,2025-07-04,ADJ-007,medical_report.pdf|police_report.pdf|repair_estimate.pdf,auto,auto,wear_and_tear,medium,False,False,deny,0.0,3,5,7,medium,auto,False,0.0
CLM-2026-02791,HO-2024-452,AS400,CLAIMANT-E4EA3E,user-e4ea3e0130@anonymized.shieldpoint.local,+1-555-E4E-A3E0,XXX-XX-E4EA,ADDR-E4EA3E-ANON,E4EA3E0130,3922.74,2500,50000,1898.57,Noticeable wind damage reported by CLAIMANT-E4EA3E.,2024-08-09,2024-08-12,ADJ-009,photos_wind_damage.pdf|contractor_estimate.pdf|hydrology_report.pdf|adjuster_inspection.pdf,homeowners,homeowners,wind,medium,False,False,route_to_manual_review,0.0,2,5,20,medium,homeowners,False,0.0
CLM-2026-04867,AU-2024-772,AS400,CLAIMANT-888BAF,user-888baf9b7b@anonymized.shieldpoint.local,+1-555-888-BAF9,XXX-XX-888B,ADDR-888BAF-ANON,888BAF9B7B,12730.52,500,500000,3045.62,Major collision incident reported by CLAIMANT-888BAF.,2025-10-26,2025-10-29,ADJ-050,medical_report.pdf|police_report.pdf|repair_estimate.pdf,auto,auto,collision,high,False,False,approve,10000.78,2,9,24,high,auto,False,10000.78
CLM-2026-02404,HE-2024-899,PORTAL,CLAIMANT-0CC664,user-0cc6645aa2@anonymized.shieldpoint.local,+1-555-0CC-6645,XXX-XX-0CC6,ADDR-0CC664-ANON,0CC6645AA2,13647.59,2500,300000,1123.48,Extensive urgent care treatment claim for CLAIMANT-0CC664.,2024-11-21,2024-11-21,ADJ-013,itemized_bill.pdf|treatment_plan.pdf|prior_authorization.pdf,health,health,urgent_care,catastrophic,False,False,route_to_manual_review,0.0,2,18,29,catastrophic,health,False,0.0
CLM-2026-02794,HE-2024-722,PORTAL,CLAIMANT-175F91,user-175f9180d7@anonymized.shieldpoint.local,+1-555-175-F918,XXX-XX-175F,ADDR-175F91-ANON,175F9180D7,1787.24,2500,50000,2481.16,Moderate imaging treatment claim for CLAIMANT-175F91.,2026-08-17,2026-08-23,ADJ-025,medical_records.pdf|prior_authorization.pdf|treatment_plan.pdf|itemized_bill.pdf,health,health,imaging,medium,False,False,approve,0.0,3,5,17,medium,health,False,0.0
CLM-2026-03362,HO-2024-208,AS400,CLAIMANT-93C7A0,user-93c7a093de@anonymized.shieldpoint.local,+1-555-93C-7A09,XXX-XX-93C7,ADDR-93C7A0-ANON,93C7A093DE,98241.6,1000,150000,2689.08,Extensive hail damage reported by CLAIMANT-93C7A0.,2025-02-16,2025-02-16,ADJ-040,contractor_estimate.pdf|adjuster_inspection.pdf,homeowners,homeowners,hail,catastrophic,False,False,route_to_manual_review,0.0,1,18,28,catastrophic,homeowners,False,0.0
CLM-2026-04623,HE-2024-507,PORTAL,CLAIMANT-714681,user-714681adc2@anonymized.shieldpoint.local,+1-555-714-681A,XXX-XX-7146,ADDR-714681-ANON,714681ADC2,295.71,2500,150000,926.19,Slight physical therapy treatment claim for CLAIMANT-714681.,2026-02-04,2026-02-05,ADJ-013,medical_records.pdf|prior_authorization.pdf|itemized_bill.pdf|treatment_plan.pdf,health,health,physical_therapy,low,False,False,approve,0.0,1,2,6,low,health,False,0.0
CLM-2026-02124,HO-2024-163,AS400,CLAIMANT-96CC16,user-96cc164b17@anonymized.shieldpoint.local,+1-555-96C-C164,XXX-XX-96CC,ADDR-96CC16-ANON,96CC164B17,5959.16,1500,300000,3141.52,Moderate theft damage reported by CLAIMANT-96CC16.,2024-10-08,2024-10-11,ADJ-040,photos_theft_damage.pdf|contractor_estimate.pdf|adjuster_inspection.pdf,homeowners,homeowners,theft,medium,False,False,deny,0.0,3,5,6,medium,homeowners,False,0.0
CLM-2026-01515,AU-2024-352,AS400,CLAIMANT-D393B7,user-d393b72c52@anonymized.shieldpoint.local,+1-555-D39-3B72,XXX-XX-D393,ADDR-D393B7-ANON,D393B72C52,679.63,500,150000,1520.38,Small pip medical incident reported by CLAIMANT-D393B7.,2026-08-09,2026-08-09,ADJ-047,medical_report.pdf|repair_estimate.pdf|police_report.pdf,auto,auto,pip_medical,low,False,False,approve,92.15,1,2,6,low,auto,False,92.15
CLM-2026-02807,AU-2024-148,AS400,CLAIMANT-A63318,user-a6331825c0@anonymized.shieldpoint.local,+1-555-A63-3182,XXX-XX-A633,ADDR-A63318-ANON,A6331825C0,12300.07,1500,500000,2481.6,Significant collision incident reported by CLAIMANT-A63318.,2024-12-13,2024-12-17,ADJ-036,police_report.pdf|repair_estimate.pdf|photos_vehicle_damage.pdf,auto,auto,collision,high,False,False,approve,10385.89,2,9,23,high,auto,False,10385.89
CLM-2026-00613,HO-2024-891,PORTAL,CLAIMANT-0DE3A5,user-0de3a5cfa5@anonymized.shieldpoint.local,+1-555-0DE-3A5C,XXX-XX-0DE3,ADDR-0DE3A5-ANON,0DE3A5CFA5,16210.22,2500,100000,1103.19,Major wind damage reported by CLAIMANT-0DE3A5.,2026-07-08,2026-07-13,ADJ-024,photos_wind_damage.pdf,homeowners,homeowners,wind,high,False,False,approve,13710.22,1,9,30,high,homeowners,False,13710.22
CLM-2026-04139,HO-2024-287,AS400,CLAIMANT-9FF760,user-9ff7608f7e@anonymized.shieldpoint.local,+1-555-9FF-7608,XXX-XX-9FF7,ADDR-9FF760-ANON,9FF7608F7E,80078.14,2500,50000,1452.12,Total loss mold damage reported by CLAIMANT-9FF760. Note: peril typically excluded from standard policy.,2024-08-23,2024-08-27,ADJ-028,hydrology_report.pdf|photos_mold_damage.pdf|contractor_estimate.pdf|adjuster_inspection.pdf,homeowners,homeowners,mold,catastrophic,False,False,deny,0.0,1,18,21,catastrophic,homeowners,False,0.0
CLM-2026-02707,HO-2024-573,AS400,CLAIMANT-02B53D,user-02b53d9571@anonymized.shieldpoint.local,+1-555-02B-53D9,XXX-XX-02B5,ADDR-02B53D-ANON,02B53D9571,1338.53,250,100000,1269.88,Slight theft damage reported by CLAIMANT-02B53D.,2026-03-25,2026-03-25,ADJ-018,adjuster_inspection.pdf|contractor_estimate.pdf|hydrology_report.pdf,homeowners,homeowners,theft,low,False,False,approve,494.26,1,2,7,low,homeowners,False,494.26
CLM-2026-01381,HE-2024-961,AS400,CLAIMANT-615CDD,user-615cddd931@anonymized.shieldpoint.local,+1-555-615-CDDD,XXX-XX-615C,ADDR-615CDD-ANON,615CDDD931,430.35,1000,500000,2690.82,Slight emergency room treatment claim for CLAIMANT-615CDD.,2025-12-05,2025-12-11,ADJ-023,treatment_plan.pdf,health,health,emergency_room,low,False,False,approve,0.0,1,2,9,low,health,False,0.0
CLM-2026-04704,HE-2024-314,AS400,CLAIMANT-74FDA1,user-74fda17d7f@anonymized.shieldpoint.local,+1-555-74F-DA17,XXX-XX-74FD,ADDR-74FDA1-ANON,74FDA17D7F,909.2,1000,250000,1929.1,Slight surgery elective treatment claim for CLAIMANT-74FDA1.,2025-07-23,2025-07-27,ADJ-026,medical_records.pdf,health,health,surgery_elective,low,False,False,approve,0.0,1,2,7,low,health,False,0.0
CLM-2026-02164,AU-2024-701,AS400,CLAIMANT-52D0A3,user-52d0a3f82c@anonymized.shieldpoint.local,+1-555-52D-0A3F,XXX-XX-52D0,ADDR-52D0A3-ANON,52D0A3F82C,1118.42,1500,500000,1121.81,Slight comprehensive theft incident reported by CLAIMANT-52D0A3.,2024-03-13,2024-03-14,ADJ-032,photos_vehicle_damage.pdf|repair_estimate.pdf|medical_report.pdf,auto,auto,comprehensive_theft,low,False,False,approve,0.0,1,2,4,low,auto,False,0.0
CLM-2026-04891,HO-2024-146,PORTAL,CLAIMANT-CEF2AC,user-cef2acd143@anonymized.shieldpoint.local,+1-555-CEF-2ACD,XXX-XX-CEF2,ADDR-CEF2AC-ANON,CEF2ACD143,6047.78,250,150000,2341.71,Noticeable hail damage reported by CLAIMANT-CEF2AC.,2026-10-23,2026-10-29,ADJ-029,hydrology_report.pdf|adjuster_inspection.pdf,homeowners,homeowners,hail,medium,False,False,approve,4013.93,3,5,14,medium,homeowners,False,4013.93
CLM-2026-00567,HE-2024-663,AS400,CLAIMANT-24A833,user-24a8333301@anonymized.shieldpoint.local,+1-555-24A-8333,XXX-XX-24A8,ADDR-24A833-ANON,24A8333301,9833.45,1000,500000,1350.98,Total loss prescription treatment claim for CLAIMANT-24A833.,2024-06-11,2024-06-18,ADJ-015,treatment_plan.pdf|medical_records.pdf|prior_authorization.pdf,health,health,prescription,catastrophic,False,False,route_to_manual_review,0.0,1,18,31,catastrophic,health,False,0.0
CLM-2026-00530,HE-2024-121,AS400,CLAIMANT-0848AF,user-0848af2913@anonymized.shieldpoint.local,+1-555-084-8AF2,XXX-XX-0848,ADDR-0848AF-ANON,0848AF2913,178.35,500,300000,1122.84,Slight urgent care treatment claim for CLAIMANT-0848AF.,2025-07-01,2025-07-03,ADJ-047,itemized_bill.pdf|treatment_plan.pdf|medical_records.pdf|prior_authorization.pdf,health,health,urgent_care,low,False,False,route_to_manual_review,0.0,2,3,7,low,health,False,0.0
CLM-2026-02009,HE-2024-268,AS400,CLAIMANT-54ECB9,user-54ecb91831@anonymized.shieldpoint.local,+1-555-54E-CB91,XXX-XX-54EC,ADDR-54ECB9-ANON,54ECB91831,648.55,1000,250000,2279.92,Moderate prescription treatment claim for CLAIMANT-54ECB9.,2026-03-19,2026-03-25,ADJ-030,prior_authorization.pdf|medical_records.pdf|treatment_plan.pdf|itemized_bill.pdf,health,health,prescription,medium,False,False,approve,0.0,3,5,13,medium,health,False,0.0
CLM-2026-00374,HO-2024-900,AS400,CLAIMANT-604A4A,user-604a4a9b2d@anonymized.shieldpoint.local,+1-555-604-A4A9,XXX-XX-604A,ADDR-604A4A-ANON,604A4A9B2D,7204.56,2500,500000,1090.98,Noticeable theft damage reported by CLAIMANT-604A4A.,2024-06-08,2024-06-13,ADJ-034,contractor_estimate.pdf|adjuster_inspection.pdf|hydrology_report.pdf,homeowners,homeowners,theft,medium,False,False,approve,1636.7,3,5,11,medium,homeowners,False,1636.7
CLM-2026-01090,AU-2024-065,AS400,CLAIMANT-1C6DDC,user-1c6ddc8c32@anonymized.shieldpoint.local,+1-555-1C6-DDC8,XXX-XX-1C6D,ADDR-1C6DDC-ANON,1C6DDC8C32,40820.41,1500,50000,2795.51,Total loss pip medical incident reported by CLAIMANT-1C6DDC.,2024-03-11,2024-03-16,ADJ-035,photos_vehicle_damage.pdf|police_report.pdf,auto,auto,pip_medical,catastrophic,False,False,route_to_manual_review,0.0,2,18,32,catastrophic,auto,False,0.0
CLM-2026-03972,HO-2024-231,AS400,CLAIMANT-AA9586,user-aa958660e2@anonymized.shieldpoint.local,+1-555-AA9-5866,XXX-XX-AA95,ADDR-AA9586-ANON,AA958660E2,30232.52,2500,300000,1631.31,Severe water damage damage reported by CLAIMANT-AA9586.,2025-02-16,2025-02-17,ADJ-045,contractor_estimate.pdf|photos_water_damage_damage.pdf,homeowners,homeowners,water_damage,high,False,False,route_to_manual_review,0.0,1,9,19,high,homeowners,False,0.0
CLM-2026-01063,HO-2024-708,AS400,CLAIMANT-A87850,user-a878500d15@anonymized.shieldpoint.local,+1-555-A87-8500,XXX-XX-A878,ADDR-A87850-ANON,A878500D15,1184.68,1500,250000,881.42,Slight water damage damage reported by CLAIMANT-A87850.,2026-06-09,2026-06-13,ADJ-027,photos_water_damage_damage.pdf|contractor_estimate.pdf|hydrology_report.pdf,homeowners,homeowners,water_damage,low,False,False,approve,0.0,2,3,9,low,homeowners,False,0.0
CLM-2026-02869,HO-2024-913,AS400,CLAIMANT-67CB8F,user-67cb8f0f57@anonymized.shieldpoint.local,+1-555-67C-B8F0,XXX-XX-67CB,ADDR-67CB8F-ANON,67CB8F0F57,2462.9,250,250000,2219.86,Small fire damage reported by CLAIMANT-67CB8F.,2026-03-07,2026-03-14,ADJ-026,hydrology_report.pdf|contractor_estimate.pdf|adjuster_inspection.pdf|photos_fire_damage.pdf,homeowners,homeowners,fire,low,False,False,approve,517.31,2,3,4,low,homeowners,False,517.31
CLM-2026-03515,HO-2024-617,AS400,CLAIMANT-0BB561,user-0bb5610dd3@anonymized.shieldpoint.local,+1-555-0BB-5610,XXX-XX-0BB5,ADDR-0BB561-ANON,0BB5610DD3,4420.3,250,500000,2103.94,Noticeable vandalism damage reported by CLAIMANT-0BB561.,2024-06-23,2024-06-29,ADJ-018,adjuster_inspection.pdf|photos_vandalism_damage.pdf|hydrology_report.pdf|contractor_estimate.pdf,homeowners,homeowners,vandalism,medium,False,False,approve,4170.3,3,5,11,medium,homeowners,False,4170.3
CLM-2026-01645,HE-2024-392,AS400,CLAIMANT-76EE41,user-76ee41372e@anonymized.shieldpoint.local,+1-555-76E-E413,XXX-XX-76EE,ADDR-76EE41-ANON,76EE41372E,923.0,1500,250000,2053.88,Noticeable urgent care treatment claim for CLAIMANT-76EE41.,2024-03-26,2024-03-28,ADJ-042,treatment_plan.pdf|medical_records.pdf|prior_authorization.pdf|itemized_bill.pdf,health,health,urgent_care,medium,False,True,route_to_manual_review,0.0,3,15,20,medium,health,False,0.0
CLM-2026-02003,AU-2024-596,AS400,CLAIMANT-FFC314,user-ffc314d85e@anonymized.shieldpoint.local,+1-555-FFC-314D,XXX-XX-FFC3,ADDR-FFC314-ANON,FFC314D85E,691.24,1500,150000,2855.73,Small comprehensive weather incident reported by CLAIMANT-FFC314.,2026-04-14,2026-04-18,ADJ-042,photos_vehicle_damage.pdf|medical_report.pdf,auto,auto,comprehensive_weather,low,False,True,route_to_manual_review,0.0,1,12,20,low,auto,False,0.0
CLM-2026-02588,HO-2024-663,AS400,CLAIMANT-B4F3CD,user-b4f3cd4396@anonymized.shieldpoint.local,+1-555-B4F-3CD4,XXX-XX-B4F3,ADDR-B4F3CD-ANON,B4F3CD4396,8822.04,2500,100000,1054.26,Noticeable flood damage reported by CLAIMANT-B4F3CD. Note: peril typically excluded from standard policy.,2024-11-17,2024-11-17,ADJ-024,adjuster_inspection.pdf|hydrology_report.pdf|photos_flood_damage.pdf,homeowners,homeowners,flood,medium,True,False,deny,0.0,3,17,18,medium,homeowners,True,0.0
CLM-2026-04983,HO-2024-906,AS400,CLAIMANT-A03BA6,user-a03ba6d1f1@anonymized.shieldpoint.local,+1-555-A03-BA6D,XXX-XX-A03B,ADDR-A03BA6-ANON,A03BA6D1F1,4618.25,500,150000,2638.49,Moderate mold damage reported by CLAIMANT-A03BA6. Note: peril typically excluded from standard policy.,2024-05-02,2024-05-02,ADJ-040,contractor_estimate.pdf,homeowners,homeowners,mold,medium,False,False,deny,0.0,3,5,7,medium,homeowners,False,0.0
CLM-2026-03344,AU-2024-288,AS400,CLAIMANT-0CA866,user-0ca8667ab2@anonymized.shieldpoint.local,+1-555-0CA-8667,XXX-XX-0CA8,ADDR-0CA866-ANON,0CA8667AB2,674.5,1500,150000,2243.38,Minor pip medical incident reported by CLAIMANT-0CA866.,2026-09-22,2026-09-23,ADJ-047,police_report.pdf|photos_vehicle_damage.pdf|medical_report.pdf|repair_estimate.pdf,auto,auto,pip_medical,low,False,False,approve,0.0,2,3,10,low,auto,False,0.0
CLM-2026-01912,AU-2024-206,AS400,CLAIMANT-EC3BDF,user-ec3bdfd12e@anonymized.shieldpoint.local,+1-555-EC3-BDFD,XXX-XX-EC3B,ADDR-EC3BDF-ANON,EC3BDFD12E,1497.41,2500,500000,848.87,Moderate comprehensive glass incident reported by CLAIMANT-EC3BDF.,2025-09-07,2025-09-13,ADJ-033,repair_estimate.pdf|police_report.pdf|medical_report.pdf,auto,auto,comprehensive_glass,medium,False,False,approve,0.0,3,5,14,medium,auto,False,0.0
CLM-2026-04826,HE-2024-659,AS400,CLAIMANT-36AC71,user-36ac71bfd8@anonymized.shieldpoint.local,+1-555-36A-C71B,XXX-XX-36AC,ADDR-36AC71-ANON,36AC71BFD8,2474.63,1500,100000,1442.3,Moderate imaging treatment claim for CLAIMANT-36AC71.,2024-06-19,2024-06-26,ADJ-039,treatment_plan.pdf|medical_records.pdf,health,health,imaging,medium,False,False,route_to_manual_review,0.0,3,5,15,medium,health,False,0.0
CLM-2026-01124,HO-2024-338,AS400,CLAIMANT-467761,user-467761e608@anonymized.shieldpoint.local,+1-555-467-761E,XXX-XX-4677,ADDR-467761-ANON,467761E608,6622.93,500,150000,2794.47,Moderate hail damage reported by CLAIMANT-467761.,2026-04-25,2026-04-27,ADJ-041,hydrology_report.pdf|photos_hail_damage.pdf,homeowners,homeowners,hail,medium,False,False,approve,3914.4,3,5,12,medium,homeowners,False,3914.4
